r (cm)/ theta(deg),1.25,2.5,3.75,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,176.25,177.5,178.75
11,0.00208695,0.00152641,0.00125265,0.0011254,0.000771499,0.000640342,0.000563593,0.00050566,0.000466441,0.000446786,0.000410998,0.000404878,0.000394424,0.000377688,0.000368663,0.000365789,0.000354974,0.000344464,0.00035532,0.000357255,0,0.000347322,0.000361348,0.000359571,0.000358176,0.000361693,0.000377626,0.000376126,0.000382486,0.000405128,0.000430453,0.000458165,0.000465538,0.000527334,0.000564587,0.000647195,0.00077362,0.00110502,0.00128034,0.00153097,0.00205163
12,0.00223963,0.00165294,0.00135512,0.00108669,0.000809846,0.000650699,0.000594565,0.000535813,0.000487728,0.0004767,0.000436892,0.000433008,0.000421017,0.000398582,0.000399352,0.00038484,0.000390463,0.000365191,0.000369843,0.000370228,0,0.000367912,0.000377947,0.000372483,0.000392824,0.000379482,0.000396232,0.000391519,0.000400078,0.000418473,0.000447405,0.000470252,0.000482505,0.00054124,0.000603473,0.000714881,0.000828375,0.0011233,0.00143702,0.00170784,0.00221339
13,0.00242782,0.00172114,0.00132786,0.00125689,0.00087657,0.000704786,0.000610381,0.000559495,0.000527314,0.000484111,0.000474627,0.000458955,0.000438429,0.000419761,0.000404733,0.000396373,0.000393164,0.00039599,0.000392143,0.000383643,0,0.000385783,0.000389726,0.000385552,0.000392853,0.000398409,0.000406702,0.000408532,0.000430045,0.000438184,0.000465613,0.000501963,0.000510199,0.000553274,0.000624837,0.000727494,0.000853449,0.00120972,0.00137084,0.00183954,0.00247722
14,0.00260092,0.00171771,0.00148478,0.00126814,0.000865442,0.00072209,0.000627918,0.000594445,0.000543791,0.000505491,0.000492538,0.000455532,0.000473309,0.00043084,0.000414259,0.000430616,0.00041095,0.000405725,0.000391058,0.00041229,0,0.000407041,0.000402201,0.000419216,0.000411943,0.000405647,0.000426656,0.000434207,0.000446757,0.000470128,0.000485725,0.000508058,0.000543458,0.000584802,0.000646561,0.000747475,0.000878266,0.00125294,0.00147712,0.00166304,0.00273871
15,0.00292918,0.00176482,0.00160337,0.00131477,0.000921546,0.000791076,0.000684164,0.000594192,0.000558853,0.000543682,0.000502849,0.000486244,0.000461529,0.000450316,0.000444762,0.000431959,0.000431214,0.000429474,0.000413935,0.000432087,0,0.00042788,0.000431762,0.000421155,0.000427584,0.000426861,0.000445584,0.000439186,0.000465449,0.000497322,0.000510051,0.000519969,0.0005676,0.000605962,0.000658767,0.000764908,0.000890396,0.00133931,0.00160801,0.00181563,0.0027975
16,0.0030276,0.00197478,0.00153958,0.0013973,0.00100093,0.000817317,0.000690257,0.000642558,0.00058796,0.000547303,0.000536757,0.000510484,0.000488119,0.00046048,0.000458681,0.000450829,0.000430657,0.000435761,0.000435513,0.000435453,0,0.000453953,0.000437655,0.00044836,0.000435383,0.000450678,0.000464072,0.000465642,0.000487627,0.000514609,0.000539221,0.000540907,0.000604665,0.000619619,0.000696465,0.000797722,0.000989326,0.00137615,0.0015204,0.00195667,0.00313035
17,0.00338988,0.00211847,0.00167487,0.00144287,0.00104421,0.000873089,0.000739732,0.000688879,0.000623009,0.00057244,0.000572627,0.000545838,0.000517991,0.000495148,0.000481087,0.000473264,0.000468757,0.000472547,0.000466935,0.000461215,0,0.000470339,0.000462923,0.00047875,0.000474605,0.000492198,0.000492078,0.000482677,0.00051825,0.000535929,0.000559186,0.00060062,0.000604454,0.000670142,0.000756222,0.000895585,0.00103168,0.0014469,0.001672,0.00221883,0.00335331
18,0.0036058,0.00226474,0.00179974,0.00151426,0.00107344,0.000890049,0.000771755,0.000700227,0.000643367,0.00062717,0.000569212,0.000546613,0.000551864,0.000515274,0.00050221,0.000507917,0.000492726,0.000490296,0.00050076,0.000488388,0,0.000485108,0.000490038,0.000511562,0.000496686,0.000493145,0.000513506,0.00052131,0.000526869,0.000565318,0.000572024,0.000615231,0.000652549,0.000703159,0.000788734,0.000874129,0.00107619,0.00156059,0.0017372,0.00223132,0.00344533
19,0.00287893,0.00214737,0.00183579,0.00152969,0.0011563,0.000925989,0.000827991,0.000740589,0.000665908,0.000630684,0.000610568,0.000583576,0.000566691,0.000532784,0.00050747,0.000533554,0.000528474,0.000505014,0.00050403,0.000515168,0,0.00051332,0.000498102,0.000529453,0.000519109,0.000513104,0.000522562,0.000567462,0.000560653,0.000583111,0.000602019,0.000647231,0.0006866,0.000745927,0.000822453,0.000975255,0.0010804,0.00158759,0.00172902,0.00208243,0.00288081
20,0.00295909,0.00225415,0.00196427,0.00166703,0.00118049,0.000978747,0.000853062,0.000794959,0.000703237,0.000669053,0.000629668,0.000619769,0.000593849,0.00056867,0.00056342,0.000544316,0.000540633,0.00054019,0.000542959,0.000539869,0,0.000546027,0.000526475,0.000538945,0.000537561,0.000553728,0.000564597,0.000580511,0.000598762,0.000603107,0.000629547,0.000679201,0.000729683,0.000785168,0.000845752,0.000987728,0.00117627,0.00167992,0.00184412,0.00233565,0.00311093
