r (cm)/ theta(deg),0,1,2,3,4,5,6,8,10,15,20,25,30,40,50,60,70,80,90,100,110,120,130,140,150,155,160,165,170,172,174,175,176,177,178,179,180
6,0.944799375,0.949074437,0.956412283,0.96041982,0.964049535,0.965971268,0.966013964,0.968841212,0.972542102,0.979740628,0.985352845,0.989771014,0.99269545,0.99594899,0.998019298,0.998427353,0.99951344,0.999578492,1,1.00003181,0.999495594,0.998266768,0.997466274,0.995146372,0.990366502,0.986490072,0.98147304,0.9703412,0.958004995,0.949861524,0.940669954,0.935614188,0.931496194,0.927984142,0.924297619,0.91813283,0.914560176
7,0.946968473,0.951217808,0.957193589,0.960775101,0.965029161,0.967215675,0.967438075,0.969762914,0.972938466,0.980397607,0.985600878,0.989706154,0.992772621,0.995670074,0.998295999,0.998774567,0.999604961,0.999539822,1,1.000039856,0.999684168,0.998319175,0.997637747,0.995115838,0.990862749,0.98674751,0.981558915,0.971057472,0.959512416,0.950880551,0.942466186,0.937742263,0.933928231,0.929728738,0.925459616,0.918370796,0.913651511
8,0.947436586,0.952246778,0.958625225,0.961939646,0.966439734,0.968100249,0.967737835,0.970597231,0.974181501,0.980367705,0.986026763,0.989900029,0.992791397,0.996096279,0.998221515,0.999029126,0.999910008,0.999684094,1,1.000244533,0.999488055,0.998594024,0.998142413,0.995351493,0.990959278,0.987343084,0.981842233,0.972031861,0.96052161,0.95194926,0.943732845,0.939403644,0.936095792,0.932228471,0.928643889,0.920657652,0.91441758
10,0.952003201,0.954783825,0.959379578,0.963722157,0.968287898,0.969696461,0.969621366,0.971611377,0.975065829,0.981176611,0.986124788,0.989873962,0.992412068,0.996074583,0.998531793,0.998900013,0.99981356,0.999584475,1,1.000022341,0.999624683,0.998392435,0.997729167,0.995185104,0.991175026,0.987204693,0.982410668,0.972733646,0.962200895,0.953753844,0.946517927,0.942432773,0.938850753,0.936092926,0.932767335,0.925862977,0.921492506
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r (cm)/ theta(deg),0,1,2,3,4,5,6,8,10,15,20,25,30,40,50,60,70,80,90,100,110,120,130,140,150,155,160,165,170,172,174,175,176,177,178,179,180
0.25,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.75,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
6,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
7,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
10,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
